UniqueCount	AmbigCount
0	28
0	24
0	25
0	27
0	26
0	26
0	28
0	28
0	26
0	26
0	27
0	27
0	26
0	28
0	27
0	29
0	27
0	29
0	27
0	29
0	27
0	28
0	30
0	28
0	30
0	30
0	22
0	19
0	21
0	19
0	21
0	27
0	27
0	26
0	27
0	27
0	26
0	26
0	26
0	26
0	28
0	28
0	26
0	28
0	27
0	29
0	27
0	27
0	29
0	27
0	29
0	29
0	19
0	20
0	20
4	26
2	26
32	0
0	26
0	26
0	26
0	26
0	25
0	25
0	24
0	24
0	24
0	24
1	18
0	22
0	20
0	22
0	22
0	14
0	14
0	24
0	24
0	26
0	26
0	26
0	26
0	25
0	25
0	24
0	24
0	18
0	22
0	51
1	48
0	51
0	51
0	51
1	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	52
0	54
0	53
0	51
0	49
0	50
0	52
0	51
0	51
1	51
0	8
0	49
0	50
0	49
0	48
0	50
0	49
0	47
0	8
0	45
1	28
3	27
0	28
1	56
0	56
0	56
0	56
0	56
0	56
0	56
0	58
0	58
0	58
0	58
0	58
0	58
0	58
0	58
0	58
0	58
0	56
0	56
0	52
0	58
0	58
0	56
0	48
0	48
0	48
0	7
0	7
0	48
0	48
0	48
0	48
0	48
0	48
0	45
0	50
0	47
0	47
0	47
0	51
0	51
0	46
0	50
0	23
0	17
0	47
0	45
0	48
0	49
0	43
0	44
0	45
0	47
0	49
0	47
0	48
0	48
0	48
0	48
0	48
0	48
0	48
0	47
0	47
0	45
0	46
0	47
0	47
0	32
0	19
0	18
0	20
0	21
0	22
0	21
0	21
0	19
0	21
0	17
0	6
0	7
0	15
0	15
0	13
0	13
0	15
0	15
0	15
0	15
0	13
0	13
0	15
0	9
0	9
0	37
0	24
0	37
0	24
0	9
0	9
0	9
0	9
0	9
0	15
0	9
0	9
0	34
0	22
0	34
0	22
0	9
0	9
0	9
0	9
0	48
0	39
0	50
0	51
0	49
0	47
0	38
0	23
0	26
0	21
0	21
0	32
0	47
0	38
0	49
0	50
0	46
0	23
0	26
0	21
0	21
0	49
0	31
22	48
13	40
0	49
0	49
0	49
0	49
0	30
0	47
0	47
0	47
0	44
0	44
0	47
0	47
0	47
0	47
0	47
0	44
0	44
0	44
0	47
0	47
0	47
0	47
0	30
0	30
0	30
0	30
0	30
0	27
0	30
0	30
0	27
0	30
0	47
0	30
0	45
0	28
0	45
0	45
0	45
0	42
0	42
0	45
0	45
0	42
0	42
0	28
0	28
0	28
0	28
0	28
0	25
0	28
0	28
0	25
0	45
0	36
0	52
0	50
0	50
0	50
0	53
0	52
0	51
0	49
0	52
0	50
0	48
0	52
0	52
0	50
0	52
0	51
0	52
0	51
0	52
0	51
0	52
0	51
0	52
0	52
0	52
0	51
0	50
0	50
0	50
0	49
0	48
0	48
0	49
0	36
0	36
0	36
0	30
0	52
0	50
0	50
0	46
0	46
0	39
0	52
0	50
0	50
0	50
0	53
0	52
0	51
0	49
0	52
0	50
0	48
0	52
0	52
0	50
0	51
0	52
0	51
0	52
0	51
0	52
0	51
0	52
0	52
0	52
0	51
0	50
0	50
0	50
0	49
0	48
0	48
0	50
0	50
0	46
0	46
0	39
0	69
0	70
0	64
0	59
0	18
0	18
0	15
0	15
0	69
0	66
0	58
0	17
0	17
0	14
0	14
2	69
0	69
0	65
0	24
0	18
1	20
0	24
0	18
0	18
11	45
0	10
0	47
0	10
0	15
0	15
0	18
0	10
0	10
0	2
0	47
0	43
0	43
0	45
0	43
0	42
0	44
0	40
0	42
0	42
0	44
0	40
0	42
0	35
0	16
0	16
0	16
0	15
0	15
1	45
0	42
0	44
0	44
0	44
0	42
0	45
0	44
0	44
0	43
0	44
0	44
0	42
0	45
0	42
0	44
0	42
0	42
0	43
0	40
0	40
0	16
0	16
0	16
0	25
0	25
0	39
0	39
0	39
0	39
0	39
0	35
0	35
0	33
0	45
0	45
0	45
0	45
0	41
0	21
0	24
0	24
0	35
0	35
0	43
0	43
0	33
0	33
0	41
0	32
0	61
0	60
0	61
0	60
0	61
0	60
0	59
0	59
0	58
0	59
0	58
0	32
0	31
0	29
0	29
0	29
0	29
0	29
1	28
0	27
0	27
0	27
0	20
0	20
0	20
0	20
0	22
0	53
0	52
0	52
0	20
0	21
0	20
0	49
0	48
0	16
0	16
0	16
0	55
0	54
0	55
0	54
0	55
0	54
0	53
0	53
0	53
0	28
0	26
2	54
0	48
0	27
0	26
0	30
0	31
0	25
0	25
2	36
0	34
0	32
0	13
0	12
0	11
0	10
0	36
0	37
0	46
0	9
0	37
0	49
0	9
0	44
0	51
0	42
0	45
1	43
0	39
0	34
0	30
0	38
0	34
0	25
0	40
0	31
0	32
0	27
0	39
0	39
0	34
0	25
0	21
0	44
0	48
0	49
0	47
0	48
0	48
0	49
0	47
0	48
0	45
0	43
0	44
0	43
0	43
0	44
0	43
0	42
0	42
0	45
0	43
0	44
0	43
0	43
0	26
0	26
0	44
0	46
0	28
0	23
0	23
0	25
0	15
1	52
0	52
0	49
0	49
0	49
0	40
0	49
0	40
0	57
0	58
0	55
0	56
0	46
0	31
0	28
0	14
0	14
0	42
0	42
0	40
0	54
0	46
0	31
0	28
0	53
0	14
0	38
0	38
0	36
0	32
0	31
0	32
