Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
AbrahamSimpson_R1	(0.0, 0.22701475595913734)	(1.0, 0.11350737797956867)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.037835792659856225)	(18.0, 0.037835792659856225)	(19.0, 0.0)	(20.0, 0.11350737797956867)	(21.0, 0.11350737797956867)	(22.0, 0.07567158531971245)	(23.0, 0.07567158531971245)	(24.0, 0.4918653045781309)	(25.0, 0.9458948164964056)	(26.0, 0.8702232311766931)	(27.0, 0.8702232311766931)	(28.0, 1.172909572455543)	(29.0, 1.362088535754824)	(30.0, 1.5891032917139614)	(31.0, 1.8161180476730987)	(32.0, 1.9296254256526675)	(33.0, 2.3079833522512296)	(34.0, 2.534998108210367)	(35.0, 2.232311766931517)	(36.0, 2.1566401816118046)	(37.0, 2.724177071509648)	(38.0, 2.875520242149073)	(39.0, 3.026863412788498)	(40.0, 3.253878168747635)	(41.0, 3.9727582292849033)	(42.0, 4.0862656072644725)	(43.0, 3.253878168747635)	(44.0, 3.1403707907680665)	(45.0, 2.875520242149073)	(46.0, 2.7998486568293606)	(47.0, 3.1025349981082107)	(48.0, 2.7998486568293606)	(49.0, 2.3079833522512296)	(50.0, 2.7998486568293606)	(51.0, 2.724177071509648)	(52.0, 1.8917896329928112)	(53.0, 2.345819144911086)	(54.0, 2.6106696935300793)	(55.0, 2.232311766931517)	(56.0, 1.8161180476730987)	(57.0, 1.362088535754824)	(58.0, 1.3999243284146803)	(59.0, 1.6647748770336739)	(60.0, 1.8539538403329547)	(61.0, 1.70261066969353)	(62.0, 1.3999243284146803)	(63.0, 1.362088535754824)	(64.0, 1.3999243284146803)	(65.0, 1.0972379871358307)	(66.0, 0.9458948164964056)	(67.0, 1.2864169504351117)	(68.0, 1.172909572455543)	(69.0, 1.0594021944759744)	(70.0, 1.0215664018161181)	(71.0, 0.6053726825576996)	(72.0, 0.4540295119182747)	(73.0, 0.41619371925841847)	(74.0, 0.37835792659856227)	(75.0, 0.37835792659856227)	(76.0, 0.3026863412788498)	(77.0, 0.3026863412788498)	(78.0, 0.22701475595913734)	(79.0, 0.037835792659856225)	(80.0, 0.07567158531971245)	(81.0, 0.18917896329928113)	(82.0, 0.11350737797956867)	(83.0, 0.0)	(84.0, 0.037835792659856225)	(85.0, 0.037835792659856225)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
AbrahamSimpson_R2	(0.0, 0.5289006422364941)	(1.0, 0.26445032111824707)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.11333585190782018)	(20.0, 0.1511144692104269)	(21.0, 0.1511144692104269)	(22.0, 0.26445032111824707)	(23.0, 0.415564790328674)	(24.0, 0.5666792595391008)	(25.0, 0.5666792595391008)	(26.0, 0.8689081979599547)	(27.0, 0.8689081979599547)	(28.0, 1.0200226671703816)	(29.0, 1.3600302228938421)	(30.0, 1.4733660748016624)	(31.0, 1.775595013222516)	(32.0, 1.9644880997355496)	(33.0, 2.3800528900642237)	(34.0, 2.7200604457876842)	(35.0, 2.7200604457876842)	(36.0, 2.4933887419720437)	(37.0, 2.6067245938798638)	(38.0, 3.2111824707215715)	(39.0, 3.2489610880241786)	(40.0, 3.173403853418965)	(41.0, 3.7400831129580654)	(42.0, 3.551190026445032)	(43.0, 2.871174914998111)	(44.0, 2.871174914998111)	(45.0, 2.871174914998111)	(46.0, 2.6067245938798638)	(47.0, 3.135625236116358)	(48.0, 2.6445032111824704)	(49.0, 2.07782395164337)	(50.0, 2.7200604457876842)	(51.0, 2.5311673592746504)	(52.0, 2.3800528900642237)	(53.0, 2.8333962976955043)	(54.0, 2.5311673592746504)	(55.0, 1.7000377786173027)	(56.0, 1.6244805440120893)	(57.0, 1.5867019267094824)	(58.0, 1.5867019267094824)	(59.0, 1.775595013222516)	(60.0, 1.813373630525123)	(61.0, 1.7378163959199093)	(62.0, 1.5867019267094824)	(63.0, 1.1711371363808085)	(64.0, 1.2844729882886285)	(65.0, 1.4733660748016624)	(66.0, 1.3600302228938421)	(67.0, 1.3222516055912352)	(68.0, 1.0578012844729883)	(69.0, 0.9822440498677748)	(70.0, 0.7555723460521345)	(71.0, 0.5289006422364941)	(72.0, 0.5289006422364941)	(73.0, 0.4533434076312807)	(74.0, 0.37778617302606726)	(75.0, 0.18889308651303363)	(76.0, 0.07555723460521345)	(77.0, 0.26445032111824707)	(78.0, 0.18889308651303363)	(79.0, 0.0)	(80.0, 0.037778617302606725)	(81.0, 0.07555723460521345)	(82.0, 0.07555723460521345)	(83.0, 0.037778617302606725)	(84.0, 0.0)	(85.0, 0.037778617302606725)	(86.0, 0.037778617302606725)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
BartSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.03765060240963856)	(17.0, 0.07530120481927711)	(18.0, 0.03765060240963856)	(19.0, 0.11295180722891565)	(20.0, 0.2259036144578313)	(21.0, 0.2259036144578313)	(22.0, 0.2259036144578313)	(23.0, 0.30120481927710846)	(24.0, 0.7906626506024096)	(25.0, 0.8659638554216867)	(26.0, 0.8283132530120483)	(27.0, 0.9412650602409639)	(28.0, 1.0542168674698795)	(29.0, 1.5060240963855422)	(30.0, 1.7319277108433735)	(31.0, 1.8825301204819278)	(32.0, 1.957831325301205)	(33.0, 2.183734939759036)	(34.0, 2.673192771084337)	(35.0, 2.748493975903614)	(36.0, 2.1460843373493974)	(37.0, 1.995481927710843)	(38.0, 2.786144578313253)	(39.0, 3.200301204819277)	(40.0, 2.9367469879518073)	(41.0, 2.710843373493976)	(42.0, 2.635542168674699)	(43.0, 3.049698795180723)	(44.0, 3.313253012048193)	(45.0, 3.049698795180723)	(46.0, 2.748493975903614)	(47.0, 2.522590361445783)	(48.0, 2.710843373493976)	(49.0, 2.635542168674699)	(50.0, 2.5602409638554215)	(51.0, 2.748493975903614)	(52.0, 2.5978915662650603)	(53.0, 2.710843373493976)	(54.0, 2.748493975903614)	(55.0, 2.823795180722892)	(56.0, 2.673192771084337)	(57.0, 2.1460843373493974)	(58.0, 1.6566265060240966)	(59.0, 1.6566265060240966)	(60.0, 2.183734939759036)	(61.0, 2.0707831325301207)	(62.0, 1.4683734939759037)	(63.0, 1.0542168674698795)	(64.0, 0.8659638554216867)	(65.0, 1.091867469879518)	(66.0, 1.355421686746988)	(67.0, 1.016566265060241)	(68.0, 0.6400602409638554)	(69.0, 0.7906626506024096)	(70.0, 0.9036144578313252)	(71.0, 0.5647590361445783)	(72.0, 0.5271084337349398)	(73.0, 0.48945783132530124)	(74.0, 0.37650602409638556)	(75.0, 0.338855421686747)	(76.0, 0.2635542168674699)	(77.0, 0.15060240963855423)	(78.0, 0.03765060240963856)	(79.0, 0.11295180722891565)	(80.0, 0.18825301204819278)	(81.0, 0.11295180722891565)	(82.0, 0.0)	(83.0, 0.03765060240963856)	(84.0, 0.03765060240963856)	(85.0, 0.03765060240963856)	(86.0, 0.03765060240963856)	(87.0, 0.03765060240963856)	(88.0, 0.03765060240963856)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
BartSimpson_R2	(0.0, 0.15048908954100826)	(1.0, 0.07524454477050413)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.07524454477050413)	(18.0, 0.1128668171557562)	(19.0, 0.15048908954100826)	(20.0, 0.26335590669676445)	(21.0, 0.3009781790820165)	(22.0, 0.3762227238525207)	(23.0, 0.33860045146726864)	(24.0, 0.4890895410082769)	(25.0, 0.8653122648607976)	(26.0, 1.0158013544018059)	(27.0, 0.7900677200902935)	(28.0, 0.8653122648607976)	(29.0, 1.3544018058690745)	(30.0, 1.617757712565839)	(31.0, 1.655379984951091)	(32.0, 1.8811136192626037)	(33.0, 2.4454477050413845)	(34.0, 2.595936794582393)	(35.0, 2.2949586155003763)	(36.0, 2.1068472535741156)	(37.0, 2.4830699774266365)	(38.0, 2.6335590669676447)	(39.0, 2.6335590669676447)	(40.0, 2.8592927012791574)	(41.0, 3.235515425131678)	(42.0, 3.1978931527464263)	(43.0, 3.235515425131678)	(44.0, 2.9345372460496613)	(45.0, 2.708803611738149)	(46.0, 3.0474040632054176)	(47.0, 2.708803611738149)	(48.0, 2.595936794582393)	(49.0, 3.310759969902182)	(50.0, 2.8969149736644093)	(51.0, 2.18209179834462)	(52.0, 2.4454477050413845)	(53.0, 3.0097817908201656)	(54.0, 3.0474040632054176)	(55.0, 2.5206922498118884)	(56.0, 2.4830699774266365)	(57.0, 2.2573363431151243)	(58.0, 2.0316027088036117)	(59.0, 1.7682468021068474)	(60.0, 1.9939804364183598)	(61.0, 2.0316027088036117)	(62.0, 1.617757712565839)	(63.0, 1.4296463506395787)	(64.0, 1.1286681715575622)	(65.0, 1.1286681715575622)	(66.0, 1.3167795334838224)	(67.0, 1.0158013544018059)	(68.0, 0.601956358164033)	(69.0, 0.4890895410082769)	(70.0, 0.601956358164033)	(71.0, 0.4890895410082769)	(72.0, 0.33860045146726864)	(73.0, 0.5643340857787811)	(74.0, 0.4514672686230248)	(75.0, 0.15048908954100826)	(76.0, 0.1128668171557562)	(77.0, 0.18811136192626035)	(78.0, 0.15048908954100826)	(79.0, 0.037622272385252065)	(80.0, 0.037622272385252065)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.037622272385252065)	(84.0, 0.037622272385252065)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HomerSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.03787878787878788)	(19.0, 0.03787878787878788)	(20.0, 0.07575757575757576)	(21.0, 0.22727272727272727)	(22.0, 0.3409090909090909)	(23.0, 0.3787878787878788)	(24.0, 0.4166666666666667)	(25.0, 0.8333333333333334)	(26.0, 0.946969696969697)	(27.0, 0.7196969696969697)	(28.0, 1.174242424242424)	(29.0, 1.3257575757575757)	(30.0, 1.25)	(31.0, 1.628787878787879)	(32.0, 2.234848484848485)	(33.0, 2.878787878787879)	(34.0, 2.992424242424242)	(35.0, 2.6515151515151514)	(36.0, 2.4242424242424243)	(37.0, 2.537878787878788)	(38.0, 2.537878787878788)	(39.0, 3.143939393939394)	(40.0, 4.053030303030303)	(41.0, 4.015151515151516)	(42.0, 3.4848484848484853)	(43.0, 3.3712121212121215)	(44.0, 3.939393939393939)	(45.0, 3.3712121212121215)	(46.0, 2.4242424242424243)	(47.0, 2.3863636363636367)	(48.0, 2.3863636363636367)	(49.0, 2.4242424242424243)	(50.0, 2.348484848484848)	(51.0, 2.348484848484848)	(52.0, 2.3106060606060606)	(53.0, 1.9318181818181817)	(54.0, 2.083333333333333)	(55.0, 2.3863636363636367)	(56.0, 1.7424242424242427)	(57.0, 1.6666666666666667)	(58.0, 1.6666666666666667)	(59.0, 1.0984848484848484)	(60.0, 1.553030303030303)	(61.0, 1.7424242424242427)	(62.0, 1.3636363636363635)	(63.0, 1.7045454545454544)	(64.0, 1.4015151515151516)	(65.0, 1.0606060606060608)	(66.0, 1.4015151515151516)	(67.0, 1.174242424242424)	(68.0, 0.946969696969697)	(69.0, 1.2878787878787878)	(70.0, 1.0606060606060608)	(71.0, 0.3409090909090909)	(72.0, 0.3409090909090909)	(73.0, 0.45454545454545453)	(74.0, 0.3409090909090909)	(75.0, 0.2651515151515152)	(76.0, 0.1893939393939394)	(77.0, 0.22727272727272727)	(78.0, 0.22727272727272727)	(79.0, 0.1893939393939394)	(80.0, 0.1893939393939394)	(81.0, 0.1893939393939394)	(82.0, 0.11363636363636363)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HomerSimpson_R2	(0.0, 0.22701475595913734)	(1.0, 0.1513431706394249)	(2.0, 0.037835792659856225)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.07567158531971245)	(20.0, 0.3026863412788498)	(21.0, 0.3026863412788498)	(22.0, 0.22701475595913734)	(23.0, 0.340522133938706)	(24.0, 0.5675368898978433)	(25.0, 0.7567158531971245)	(26.0, 0.7567158531971245)	(27.0, 0.8323874385168369)	(28.0, 0.7945516458569807)	(29.0, 1.1350737797956867)	(30.0, 1.4755959137343928)	(31.0, 1.4755959137343928)	(32.0, 1.9674612183125235)	(33.0, 2.4214907302307984)	(34.0, 2.648505486189936)	(35.0, 2.4971623155505105)	(36.0, 2.4593265228906547)	(37.0, 2.686341278849792)	(38.0, 2.686341278849792)	(39.0, 2.7998486568293606)	(40.0, 3.4430571320469165)	(41.0, 4.048429814604615)	(42.0, 3.934922436625047)	(43.0, 3.7079076806659095)	(44.0, 3.745743473325766)	(45.0, 3.4808929247067724)	(46.0, 3.026863412788498)	(47.0, 2.686341278849792)	(48.0, 2.4971623155505105)	(49.0, 2.7998486568293606)	(50.0, 2.5728339008702235)	(51.0, 2.5728339008702235)	(52.0, 2.6106696935300793)	(53.0, 1.8917896329928112)	(54.0, 1.8917896329928112)	(55.0, 1.8917896329928112)	(56.0, 1.362088535754824)	(57.0, 1.324252743094968)	(58.0, 1.70261066969353)	(59.0, 1.9674612183125235)	(60.0, 1.8539538403329547)	(61.0, 1.5512674990541053)	(62.0, 1.7404464623533862)	(63.0, 1.8539538403329547)	(64.0, 1.3999243284146803)	(65.0, 1.172909572455543)	(66.0, 1.362088535754824)	(67.0, 1.4377601210745365)	(68.0, 1.0972379871358307)	(69.0, 0.7567158531971245)	(70.0, 0.7188800605372683)	(71.0, 0.5297010972379872)	(72.0, 0.37835792659856227)	(73.0, 0.2648505486189936)	(74.0, 0.2648505486189936)	(75.0, 0.3026863412788498)	(76.0, 0.1513431706394249)	(77.0, 0.11350737797956867)	(78.0, 0.07567158531971245)	(79.0, 0.07567158531971245)	(80.0, 0.07567158531971245)	(81.0, 0.037835792659856225)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
LisaSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.03787878787878788)	(17.0, 0.03787878787878788)	(18.0, 0.03787878787878788)	(19.0, 0.15151515151515152)	(20.0, 0.3409090909090909)	(21.0, 0.3409090909090909)	(22.0, 0.15151515151515152)	(23.0, 0.3787878787878788)	(24.0, 0.6060606060606061)	(25.0, 0.5303030303030304)	(26.0, 0.7196969696969697)	(27.0, 1.1363636363636365)	(28.0, 1.1363636363636365)	(29.0, 1.3636363636363635)	(30.0, 1.7045454545454544)	(31.0, 1.893939393939394)	(32.0, 1.9696969696969695)	(33.0, 1.9696969696969695)	(34.0, 2.234848484848485)	(35.0, 2.6515151515151514)	(36.0, 2.6893939393939394)	(37.0, 2.007575757575758)	(38.0, 2.5)	(39.0, 3.1818181818181817)	(40.0, 2.840909090909091)	(41.0, 3.4090909090909087)	(42.0, 3.4848484848484853)	(43.0, 3.106060606060606)	(44.0, 3.257575757575758)	(45.0, 3.0681818181818183)	(46.0, 2.992424242424242)	(47.0, 2.6515151515151514)	(48.0, 2.272727272727273)	(49.0, 2.537878787878788)	(50.0, 2.878787878787879)	(51.0, 3.1818181818181817)	(52.0, 3.6742424242424243)	(53.0, 3.0303030303030303)	(54.0, 2.1212121212121215)	(55.0, 2.1212121212121215)	(56.0, 2.007575757575758)	(57.0, 1.7424242424242427)	(58.0, 1.7045454545454544)	(59.0, 1.553030303030303)	(60.0, 1.553030303030303)	(61.0, 1.7803030303030303)	(62.0, 1.4772727272727273)	(63.0, 1.553030303030303)	(64.0, 1.553030303030303)	(65.0, 1.2121212121212122)	(66.0, 1.174242424242424)	(67.0, 0.9848484848484848)	(68.0, 0.7196969696969697)	(69.0, 0.6060606060606061)	(70.0, 0.6818181818181818)	(71.0, 0.4924242424242424)	(72.0, 0.30303030303030304)	(73.0, 0.2651515151515152)	(74.0, 0.2651515151515152)	(75.0, 0.3787878787878788)	(76.0, 0.3787878787878788)	(77.0, 0.22727272727272727)	(78.0, 0.15151515151515152)	(79.0, 0.1893939393939394)	(80.0, 0.1893939393939394)	(81.0, 0.15151515151515152)	(82.0, 0.15151515151515152)	(83.0, 0.07575757575757576)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.03787878787878788)	(88.0, 0.03787878787878788)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
LisaSimpson_R2	(0.0, 0.1514004542013626)	(1.0, 0.11355034065102196)	(2.0, 0.03785011355034065)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.03785011355034065)	(16.0, 0.0757002271006813)	(17.0, 0.03785011355034065)	(18.0, 0.03785011355034065)	(19.0, 0.18925056775170326)	(20.0, 0.1514004542013626)	(21.0, 0.0757002271006813)	(22.0, 0.18925056775170326)	(23.0, 0.4163512490537472)	(24.0, 0.5677517032551098)	(25.0, 0.4920514761544285)	(26.0, 0.6434519303557911)	(27.0, 1.097653292959879)	(28.0, 1.3247539742619228)	(29.0, 1.3626040878122634)	(30.0, 1.4383043149129449)	(31.0, 1.5897047691143074)	(32.0, 1.5518546555639667)	(33.0, 2.0060560181680542)	(34.0, 2.498107494322483)	(35.0, 2.5738077214231643)	(36.0, 2.6873580620741864)	(37.0, 2.2710068130204393)	(38.0, 2.7630582891748676)	(39.0, 3.4443603330809993)	(40.0, 3.217259651778955)	(41.0, 3.5957607872823623)	(42.0, 4.201362604087812)	(43.0, 3.898561695685087)	(44.0, 2.91445874337623)	(45.0, 2.6495079485238455)	(46.0, 2.9523088569265705)	(47.0, 2.7630582891748676)	(48.0, 2.384557153671461)	(49.0, 2.3088569265707797)	(50.0, 2.6873580620741864)	(51.0, 2.6116578349735047)	(52.0, 3.141559424678274)	(53.0, 2.838758516275549)	(54.0, 1.8925056775170326)	(55.0, 1.8168054504163513)	(56.0, 2.157456472369417)	(57.0, 2.2710068130204393)	(58.0, 1.7789553368660105)	(59.0, 1.6275548826646482)	(60.0, 1.7411052233156699)	(61.0, 1.968205904617714)	(62.0, 1.5518546555639667)	(63.0, 1.3626040878122634)	(64.0, 1.3247539742619228)	(65.0, 1.1355034065102196)	(66.0, 1.2490537471612415)	(67.0, 1.0219530658591975)	(68.0, 0.5677517032551098)	(69.0, 0.6434519303557911)	(70.0, 0.757002271006813)	(71.0, 0.6056018168054504)	(72.0, 0.5299015897047691)	(73.0, 0.3785011355034065)	(74.0, 0.22710068130204392)	(75.0, 0.1514004542013626)	(76.0, 0.1514004542013626)	(77.0, 0.18925056775170326)	(78.0, 0.26495079485238454)	(79.0, 0.18925056775170326)	(80.0, 0.0757002271006813)	(81.0, 0.0757002271006813)	(82.0, 0.0)	(83.0, 0.03785011355034065)	(84.0, 0.11355034065102196)	(85.0, 0.11355034065102196)	(86.0, 0.03785011355034065)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
MaggieSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.03765060240963856)	(20.0, 0.03765060240963856)	(21.0, 0.15060240963855423)	(22.0, 0.2635542168674699)	(23.0, 0.37650602409638556)	(24.0, 0.7906626506024096)	(25.0, 0.8283132530120483)	(26.0, 0.7906626506024096)	(27.0, 1.3930722891566265)	(28.0, 1.3177710843373496)	(29.0, 0.9789156626506025)	(30.0, 1.5813253012048192)	(31.0, 1.9201807228915662)	(32.0, 1.7695783132530123)	(33.0, 2.4096385542168677)	(34.0, 2.748493975903614)	(35.0, 2.33433734939759)	(36.0, 2.635542168674699)	(37.0, 3.049698795180723)	(38.0, 2.635542168674699)	(39.0, 3.049698795180723)	(40.0, 2.9743975903614457)	(41.0, 2.710843373493976)	(42.0, 3.125)	(43.0, 3.3509036144578315)	(44.0, 3.6897590361445785)	(45.0, 3.5015060240963853)	(46.0, 3.38855421686747)	(47.0, 2.5978915662650603)	(48.0, 2.183734939759036)	(49.0, 2.823795180722892)	(50.0, 2.673192771084337)	(51.0, 2.522590361445783)	(52.0, 2.86144578313253)	(53.0, 2.86144578313253)	(54.0, 2.447289156626506)	(55.0, 1.8072289156626504)	(56.0, 1.6566265060240966)	(57.0, 1.9201807228915662)	(58.0, 1.6566265060240966)	(59.0, 1.4683734939759037)	(60.0, 1.8072289156626504)	(61.0, 1.6566265060240966)	(62.0, 1.355421686746988)	(63.0, 1.2801204819277108)	(64.0, 1.2424698795180722)	(65.0, 1.3930722891566265)	(66.0, 1.3177710843373496)	(67.0, 0.9789156626506025)	(68.0, 0.6400602409638554)	(69.0, 0.8283132530120483)	(70.0, 1.016566265060241)	(71.0, 0.6400602409638554)	(72.0, 0.6024096385542169)	(73.0, 0.48945783132530124)	(74.0, 0.2635542168674699)	(75.0, 0.18825301204819278)	(76.0, 0.07530120481927711)	(77.0, 0.07530120481927711)	(78.0, 0.11295180722891565)	(79.0, 0.07530120481927711)	(80.0, 0.03765060240963856)	(81.0, 0.07530120481927711)	(82.0, 0.15060240963855423)	(83.0, 0.11295180722891565)	(84.0, 0.07530120481927711)	(85.0, 0.07530120481927711)	(86.0, 0.03765060240963856)	(87.0, 0.0)	(88.0, 0.03765060240963856)	(89.0, 0.03765060240963856)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
